l0_name,l1_name,l2_name,l0_id,l1_id,l2_id
Biology,Agricultural science,Average selling price,86803240,37621935,2779312055
Biology,Agricultural science,Dairy farmer,86803240,37621935,2910122139
Biology,Agricultural science,Feeder cattle,86803240,37621935,2779609043
Biology,Agricultural science,Marketing efficiency,86803240,37621935,2993323850
Biology,Agricultural science,Meat market,86803240,37621935,2777453605
Biology,Agricultural science,Vegetable seller,86803240,37621935,2909752428
Biology,Agroforestry,Afforestation,86803240,54286561,56095865
Biology,Agroforestry,Arboriculture,86803240,54286561,67961754
Biology,Agroforestry,Black Ivory coffee,86803240,54286561,180027792
Biology,Agroforestry,Calliandra calothyrsus,86803240,54286561,2776488725
Biology,Agroforestry,Cover crop,86803240,54286561,34070608
Biology,Agroforestry,Crop protection,86803240,54286561,532801124
Biology,Agroforestry,Cultural methods,86803240,54286561,2776596991
Biology,Agroforestry,Dimorphotheca,86803240,54286561,2781275973
Biology,Agroforestry,Endospermum medullosum,86803240,54286561,2777258387
Biology,Agroforestry,Erythrina poeppigiana,86803240,54286561,2910731974
Biology,Agroforestry,Felling,86803240,54286561,119249163
Biology,Agroforestry,Forest gardening,86803240,54286561,198098250
Biology,Agroforestry,Forest health,86803240,54286561,2991880734
Biology,Agroforestry,Forest insect,86803240,54286561,2992202483
Biology,Agroforestry,Forest management,86803240,54286561,28631016
Biology,Agroforestry,Forest pathology,86803240,54286561,89295123
Biology,Agroforestry,Forest plantation,86803240,54286561,2993751562
Biology,Agroforestry,Forest regeneration,86803240,54286561,2994170080
Biology,Agroforestry,Forest resource,86803240,54286561,2994541880
Biology,Agroforestry,High forest,86803240,54286561,2778625682
Biology,Agroforestry,Hill forest,86803240,54286561,2992777450
Biology,Agroforestry,Hyphaene compressa,86803240,54286561,2777404226
Biology,Agroforestry,Land rehabilitation,86803240,54286561,2778484467
Biology,Agroforestry,Land restoration,86803240,54286561,73872442
Biology,Agroforestry,Mean annual increment,86803240,54286561,2779554145
Biology,Agroforestry,Natural forest,86803240,54286561,2993108616
Biology,Agroforestry,Natural regeneration,86803240,54286561,2993493234
Biology,Agroforestry,Old-growth forest,86803240,54286561,121560416
Biology,Agroforestry,Protection forest,86803240,54286561,2780606388
Biology,Agroforestry,Raised-bed gardening,86803240,54286561,140994558
Biology,Agroforestry,Rangeland,86803240,54286561,130989795
Biology,Agroforestry,Reforestation,86803240,54286561,154575652
Biology,Agroforestry,Satoyama,86803240,54286561,2779771488
Biology,Agroforestry,Secondary forest,86803240,54286561,133382796
Biology,Agroforestry,Semi-deciduous,86803240,54286561,5597106
Biology,Agroforestry,Shade garden,86803240,54286561,2779154600
Biology,Agroforestry,Shade tree,86803240,54286561,2778546710
Biology,Agroforestry,Silviculture,86803240,54286561,2775966360
Biology,Agroforestry,Stand development,86803240,54286561,2776853598
Biology,Agroforestry,Tamarix aphylla,86803240,54286561,2781421141
Biology,Agroforestry,Tree farm,86803240,54286561,2778055474
Biology,Agroforestry,Tree planting,86803240,54286561,8328733
Biology,Agroforestry,Tropical agriculture,86803240,54286561,63651461
Biology,Agroforestry,Tropical and subtropical dry broadleaf forests,86803240,54286561,108216600
Biology,Agroforestry,Urban forestry,86803240,54286561,2780977904
Biology,Agroforestry,Vitex keniensis,86803240,54286561,2911148873
Biology,Agroforestry,Wildlife garden,86803240,54286561,2776675018
Biology,Agroforestry,Windbreak,86803240,54286561,140857803
Biology,Agroforestry,Woodlot,86803240,54286561,2778066585
Biology,Agronomy,Abelmoschus,86803240,6557445,2780269520
Biology,Agronomy,Acalypha ostryifolia,86803240,6557445,2780741223
Biology,Agronomy,Achnatherum splendens,86803240,6557445,2909508876
Biology,Agronomy,Acre,86803240,6557445,48508581
Biology,Agronomy,Aeolus mellillus,86803240,6557445,2910151211
Biology,Agronomy,Aerenchyma,86803240,6557445,175622124
Biology,Agronomy,Aeschynomene aspera,86803240,6557445,2778376761
Biology,Agronomy,Aeschynomene indica,86803240,6557445,2778779865
Biology,Agronomy,African clover,86803240,6557445,2911066371
Biology,Agronomy,African yam-bean,86803240,6557445,2909876390
Biology,Agronomy,Agrobiology,86803240,6557445,2777655021
Biology,Agronomy,Agropyron,86803240,6557445,2779852090
Biology,Agronomy,Agropyron cristatum,86803240,6557445,2777008809
Biology,Agronomy,Agropyron mongolicum,86803240,6557445,2910488261
Biology,Agronomy,Agropyrum repens,86803240,6557445,2909654704
Biology,Agronomy,Albizia niopoides,86803240,6557445,2908588398
Biology,Agronomy,Albizia procera,86803240,6557445,2910433118
Biology,Agronomy,Alfalfa leaf,86803240,6557445,2908942896
Biology,Agronomy,Alfalfa seed,86803240,6557445,2910664542
